,slide,nb_support,DICE(%),IOU(%),gt,score,nb_query
4949,20213.svs,2689513,93.45,87.7,1,[0.99921391 0.99649018 0.9895348  0.93071009 0.84828131],2597603
4950,20213.svs,2689513,92.53,86.09,1,[0.99204871 0.97448857 0.96875835 0.91643192 0.8746999 ],2597574
4951,20213.svs,2689513,92.5,86.05,1,[0.97563161 0.9672346  0.96578021 0.88404937 0.87397418],2597547
4952,20213.svs,2689513,86.02,75.46,1,[0.98907506 0.97768006 0.96320001 0.88547944 0.83052097],2597522
4953,20213.svs,2689513,62.43,45.38,1,[0.9943498  0.9795923  0.96840815 0.90661442 0.78342675],2597473
4954,20213.svs,2689513,93.57,87.92,1,[0.9791504  0.97629063 0.97974548 0.93438394 0.84397782],2597435
4955,20213.svs,2689513,83.16,71.17,1,[0.99607779 0.9856661  0.96581951 0.90882412 0.91351461],2597404
4956,20213.svs,2689513,83.63,71.86,1,[0.9957467  0.97723978 0.96462145 0.90288552 0.85279276],2597375
4957,20213.svs,2689513,90.18,82.12,1,[0.97987716 0.97694386 0.9654806  0.89056958 0.8376384 ],2597352
4958,20213.svs,2689513,94.47,89.51,1,[0.99156097 0.98799132 0.98682819 0.95666331 0.92828252],2597306
4959,20213.svs,2689513,90.39,82.46,1,[0.99757598 0.98723276 0.96723292 0.91673481 0.87486989],2597282
4960,20187.svs,2722384,51.77,34.92,0,[0.9075631  0.95009039 0.92907075 0.71554751 0.59478457],2819231
4961,20187.svs,2722384,30.45,17.96,0,[0.99862649 0.99299046 0.97773485 0.86793766 0.69339244],2723721
4962,20187.svs,2722384,88.77,79.81,0,[0.99955975 0.9966638  0.98109998 0.89626746 0.68588406],2722415
4963,20187.svs,2722384,92.6,86.23,1,[0.99972344 0.99833504 0.99435713 0.98316348 0.97043663],2722384
4964,20187.svs,2722384,71.78,55.98,0,[0.99423198 0.98913461 0.97799427 0.90553413 0.81530038],2722295
4965,20187.svs,2722384,87.57,77.88,0,[0.99774614 0.9940098  0.97969439 0.89608018 0.79996455],2722262
4966,20187.svs,2722384,59.09,41.94,1,[0.99726715 0.99283575 0.98450072 0.95145309 0.92005919],2722221
4967,20187.svs,2722384,88.37,79.16,1,[0.99841647 0.99676581 0.98881107 0.95607422 0.92929166],2663908
4968,20187.svs,2722384,90.49,82.63,1,[0.98732429 0.98532844 0.97938079 0.93168876 0.89368945],2663879
4969,20187.svs,2722384,80.12,66.83,1,[0.9992723  0.99635    0.98175959 0.91360976 0.87850489],2663826
4970,20187.svs,2722384,85.62,74.85,1,[0.99888876 0.99648209 0.98730233 0.95474867 0.94242817],2663789
4971,20187.svs,2722384,87.51,77.79,1,[0.99752854 0.99088947 0.97439003 0.9169312  0.9270093 ],2663739
4972,20187.svs,2722384,77.15,62.81,1,[0.9961924  0.99147774 0.96553548 0.91174745 0.86845342],2663692
4973,20187.svs,2722384,90.33,82.36,1,[0.99744924 0.99559218 0.98787326 0.92376658 0.89166424],2663665
4974,20187.svs,2722384,88.29,79.03,1,[0.99452996 0.97241826 0.94204033 0.87084723 0.81835625],2663632
4975,20187.svs,2722384,85.56,74.77,1,[0.99407595 0.96609376 0.91241007 0.83218575 0.76301685],2663607
4976,20187.svs,2722384,85.56,74.77,1,[0.99163265 0.98726722 0.97888117 0.93024266 0.92057705],2663578
4977,20187.svs,2722384,88.82,79.88,1,[0.99841048 0.99039157 0.96681022 0.91141955 0.88617823],2663543
4978,20187.svs,2722384,91.99,85.17,1,[0.99724535 0.98336647 0.95844844 0.85837511 0.80889934],2663514
4979,20187.svs,2663739,52.03,35.16,0,[0.92921638 0.9633777  0.92970489 0.73849099 0.63822523],2819231
4980,20187.svs,2663739,24.81,14.16,0,[0.99882244 0.99147221 0.97245892 0.88311365 0.71524855],2723721
4981,20187.svs,2663739,87.82,78.29,0,[0.99971836 0.99255591 0.96774693 0.85724555 0.63946774],2722415
4982,20187.svs,2663739,83.25,71.31,1,[0.99933336 0.99261203 0.97099065 0.90630569 0.87606223],2722384
4983,20187.svs,2663739,72.44,56.78,0,[0.9990975  0.99082902 0.98024467 0.92260493 0.87473225],2722295
4984,20187.svs,2663739,87.59,77.92,0,[0.9996597  0.99347268 0.97804067 0.9228063  0.86325714],2722262
4985,20187.svs,2663739,56.32,39.2,1,[0.99880029 0.99068803 0.97289938 0.89603084 0.89862478],2722221
4986,20187.svs,2663739,87.07,77.1,1,[0.9995164  0.9932245  0.97566779 0.90457419 0.90974106],2663908
4987,20187.svs,2663739,89.27,80.62,1,[0.99559826 0.98867365 0.97339867 0.91789967 0.92604377],2663879
4988,20187.svs,2663739,77.78,63.64,1,[0.99967954 0.99391769 0.98572815 0.92393738 0.88359401],2663826
4989,20187.svs,2663739,85.86,75.23,1,[0.99935686 0.99228294 0.97659205 0.92796272 0.947206  ],2663789
4990,20187.svs,2663739,88.66,79.63,1,[0.9999275  0.99686926 0.99314444 0.99031007 0.98528494],2663739
4991,20187.svs,2663739,74.52,59.39,1,[0.99885641 0.98997277 0.95366519 0.86150649 0.85901923],2663692
4992,20187.svs,2663739,90.01,81.83,1,[0.99954511 0.99342755 0.98459846 0.92356181 0.88914905],2663665
4993,20187.svs,2663739,88.08,78.7,1,[0.99782118 0.98488779 0.96985595 0.91943789 0.8777176 ],2663632
4994,20187.svs,2663739,85.82,75.16,1,[0.99721159 0.97958562 0.94207454 0.86119656 0.81061834],2663607
4995,20187.svs,2663739,84.88,73.74,1,[0.9980962  0.99375962 0.98476478 0.94101014 0.9336139 ],2663578
4996,20187.svs,2663739,88.84,79.92,1,[0.99923742 0.99513618 0.97993216 0.9537244  0.91846686],2663543
4997,20187.svs,2663739,92.02,85.23,1,[0.99910774 0.99179569 0.98912673 0.9621883  0.89242207],2663514
4998,20187.svs,2663514,51.56,34.74,0,[0.93345648 0.95925895 0.91704445 0.75311773 0.69135166],2819231
4999,20187.svs,2663514,21.99,12.35,0,[0.99648423 0.98020428 0.95647903 0.84217323 0.62311391],2723721
5000,20187.svs,2663514,84.35,72.94,0,[0.99919497 0.98929622 0.95323795 0.81469759 0.67979884],2722415
5001,20187.svs,2663514,81.31,68.51,1,[0.99930597 0.98883525 0.95733533 0.87033926 0.76349641],2722384
5002,20187.svs,2663514,72.0,56.25,0,[0.99897537 0.98901592 0.96721542 0.88149471 0.82979068],2722295
5003,20187.svs,2663514,86.26,75.84,0,[0.99940365 0.98924506 0.96271828 0.88595153 0.80168923],2722262
5004,20187.svs,2663514,48.92,32.38,1,[0.99708471 0.9797632  0.95538901 0.8370428  0.70656183],2722221
5005,20187.svs,2663514,83.69,71.96,1,[0.9981188  0.98455771 0.95916471 0.84383098 0.73784349],2663908
5006,20187.svs,2663514,90.14,82.05,1,[0.99562877 0.98022911 0.95566021 0.86645819 0.79323734],2663879
5007,20187.svs,2663514,73.86,58.56,1,[0.99882535 0.98961451 0.97603008 0.88214649 0.72068951],2663826
5008,20187.svs,2663514,84.84,73.67,1,[0.99802013 0.98273471 0.95767362 0.87192763 0.81046543],2663789
5009,20187.svs,2663514,87.71,78.11,1,[0.99939037 0.99452059 0.98874323 0.96441807 0.88259268],2663739
5010,20187.svs,2663514,68.86,52.51,1,[0.99755004 0.98348656 0.93603174 0.80630815 0.69633357],2663692
5011,20187.svs,2663514,86.12,75.63,1,[0.9984316  0.98630301 0.97024611 0.87984894 0.7471755 ],2663665
5012,20187.svs,2663514,89.64,81.23,1,[0.99938509 0.99154092 0.97721806 0.93267211 0.88456095],2663632
5013,20187.svs,2663514,85.41,74.53,1,[0.99910344 0.98767653 0.94939068 0.87784877 0.80767439],2663607
5014,20187.svs,2663514,85.42,74.56,1,[0.9990363  0.9935479  0.97664416 0.89830703 0.81798126],2663578
5015,20187.svs,2663514,87.59,77.91,1,[0.99880854 0.99272908 0.97513727 0.93481413 0.89446753],2663543
5016,20187.svs,2663514,91.88,84.98,1,[0.99979289 0.99595948 0.99395839 0.98023215 0.97568815],2663514
5017,20187.svs,2663578,51.6,34.77,0,[0.93699701 0.96491659 0.91854463 0.67830316 0.57844502],2819231
5018,20187.svs,2663578,24.12,13.71,0,[0.99690365 0.98733682 0.96555059 0.8286978  0.63078616],2723721
5019,20187.svs,2663578,85.79,75.12,0,[0.99927046 0.9952914  0.97363414 0.84800403 0.6442773 ],2722415
5020,20187.svs,2663578,81.74,69.12,1,[0.99953952 0.99388652 0.97418776 0.90446242 0.90073367],2722384
5021,20187.svs,2663578,72.76,57.18,0,[0.99963911 0.99639968 0.98791018 0.9583202  0.8780729 ],2722295
5022,20187.svs,2663578,87.61,77.96,0,[0.99937988 0.99476958 0.97488094 0.87095575 0.79797276],2722262
5023,20187.svs,2663578,54.73,37.67,1,[0.99774673 0.98775426 0.97851126 0.92259767 0.90164488],2722221
5024,20187.svs,2663578,86.49,76.2,1,[0.99859035 0.99227826 0.98366159 0.93694314 0.91443249],2663908
5025,20187.svs,2663578,89.95,81.74,1,[0.99726524 0.98957309 0.97295613 0.89568251 0.88838044],2663879
5026,20187.svs,2663578,75.87,61.11,1,[0.99886111 0.99549941 0.99143679 0.96385168 0.91838589],2663826
5027,20187.svs,2663578,85.44,74.58,1,[0.99834625 0.98952578 0.97153228 0.91932152 0.92246596],2663789
5028,20187.svs,2663578,88.18,78.85,1,[0.99964235 0.99306499 0.98134891 0.92062201 0.91849811],2663739
5029,20187.svs,2663578,72.56,56.94,1,[0.9990347  0.99174135 0.96706689 0.90599867 0.88889303],2663692
5030,20187.svs,2663578,87.07,77.09,1,[0.99905614 0.99366176 0.9856834  0.92631797 0.90295518],2663665
5031,20187.svs,2663578,88.78,79.82,1,[0.99892667 0.98326453 0.95523341 0.85247565 0.81867079],2663632
5032,20187.svs,2663578,85.63,74.88,1,[0.99825072 0.9777744  0.92572729 0.8134743  0.74580404],2663607
5033,20187.svs,2663578,84.63,73.35,1,[0.9997763  0.99858066 0.99411633 0.98411351 0.98905358],2663578
5034,20187.svs,2663578,88.54,79.44,1,[0.99943913 0.99162059 0.96544632 0.87008315 0.82149771],2663543
5035,20187.svs,2663578,91.03,83.54,1,[0.99957489 0.98970527 0.97212863 0.86850292 0.80858507],2663514
5036,20187.svs,2663908,52.07,35.2,0,[0.91735709 0.95589211 0.92513919 0.67771965 0.49856001],2819231
5037,20187.svs,2663908,28.62,16.7,0,[0.99939076 0.9958677  0.97278059 0.82073966 0.61663617],2723721
5038,20187.svs,2663908,89.49,80.98,0,[0.999711   0.99582122 0.98162427 0.87628802 0.57754416],2722415
5039,20187.svs,2663908,87.54,77.84,1,[0.99880288 0.99524952 0.98465858 0.94126088 0.9048191 ],2722384
5040,20187.svs,2663908,72.24,56.54,0,[0.99667642 0.98896876 0.98348755 0.91487073 0.77701119],2722295
5041,20187.svs,2663908,87.24,77.37,0,[0.99895912 0.9938164  0.97917303 0.87010226 0.74810003],2722262
5042,20187.svs,2663908,61.0,43.88,1,[0.99929355 0.99696798 0.98993481 0.97094444 0.96413791],2722221
5043,20187.svs,2663908,90.28,82.29,1,[0.99993615 0.9988859  0.99569643 0.98469426 0.98340827],2663908
5044,20187.svs,2663908,89.81,81.51,1,[0.99147952 0.98978231 0.97845572 0.91169595 0.88358724],2663879
5045,20187.svs,2663908,82.81,70.66,1,[0.99971825 0.99630781 0.99033007 0.9590667  0.95058015],2663826
5046,20187.svs,2663908,86.61,76.39,1,[0.99958281 0.99720365 0.98580524 0.95008926 0.94919023],2663789
5047,20187.svs,2663908,88.11,78.75,1,[0.99887007 0.99000559 0.9746859  0.9145355  0.91374272],2663739
5048,20187.svs,2663908,78.07,64.02,1,[0.99815298 0.99304827 0.97288943 0.9163141  0.87561647],2663692
5049,20187.svs,2663908,91.27,83.95,1,[0.99965652 0.99731101 0.99128339 0.95082631 0.9474607 ],2663665
5050,20187.svs,2663908,88.19,78.87,1,[0.99462203 0.96625378 0.93765487 0.84265079 0.79491805],2663632
5051,20187.svs,2663908,85.84,75.19,1,[0.99402206 0.95990613 0.91187437 0.81382121 0.73500858],2663607
5052,20187.svs,2663908,85.32,74.39,1,[0.99414331 0.98749189 0.98362705 0.93940777 0.92570969],2663578
5053,20187.svs,2663908,91.13,83.71,1,[0.99833015 0.9890568  0.96264162 0.88531911 0.82621844],2663543
5054,20187.svs,2663908,91.73,84.72,1,[0.99732421 0.97913671 0.95933051 0.8503492  0.75211815],2663514
5055,20187.svs,2663543,52.07,35.2,0,[0.93498118 0.96722029 0.93987234 0.785484   0.71590349],2819231
5056,20187.svs,2663543,27.63,16.03,0,[0.99786135 0.99130588 0.97453762 0.89252284 0.73402275],2723721
5057,20187.svs,2663543,90.11,82.0,0,[0.99886787 0.99239887 0.97173153 0.89410046 0.78795134],2722415
5058,20187.svs,2663543,85.58,74.8,1,[0.99962511 0.99352242 0.97521613 0.92640187 0.82333003],2722384
5059,20187.svs,2663543,72.21,56.5,0,[0.99947727 0.99001494 0.97638298 0.90932257 0.8830493 ],2722295
5060,20187.svs,2663543,87.02,77.02,0,[0.99949942 0.99362949 0.98000799 0.94386111 0.86479607],2722262
5061,20187.svs,2663543,59.1,41.94,1,[0.99857049 0.99130627 0.97327133 0.88365908 0.77169575],2722221
5062,20187.svs,2663543,89.84,81.56,1,[0.99909562 0.99362715 0.97586478 0.8871329  0.76956559],2663908
5063,20187.svs,2663543,89.55,81.07,1,[0.99659054 0.99046872 0.97841513 0.9381828  0.87949645],2663879
5064,20187.svs,2663543,81.09,68.2,1,[0.99877249 0.99354993 0.98216533 0.89309458 0.74281813],2663826
5065,20187.svs,2663543,79.48,65.95,1,[0.99931099 0.99234267 0.97503619 0.92922708 0.87888711],2663789
5066,20187.svs,2663543,88.36,79.15,1,[0.99966062 0.99640001 0.99190034 0.9698443  0.92242724],2663739
5067,20187.svs,2663543,77.24,62.92,1,[0.99944501 0.99036342 0.94915803 0.84121829 0.77615478],2663692
5068,20187.svs,2663543,92.08,85.32,1,[0.99939064 0.99383337 0.98561451 0.91498179 0.76574396],2663665
5069,20187.svs,2663543,88.35,79.13,1,[0.99787613 0.98380311 0.96682266 0.90154758 0.85192452],2663632
5070,20187.svs,2663543,85.95,75.36,1,[0.99747012 0.97865164 0.93846475 0.84486242 0.79884423],2663607
5071,20187.svs,2663543,85.14,74.13,1,[0.99848307 0.99327652 0.98330887 0.92652427 0.84787874],2663578
5072,20187.svs,2663543,91.56,84.44,1,[0.99988291 0.99624243 0.98608039 0.98107735 0.97226462],2663543
5073,20187.svs,2663543,91.61,84.51,1,[0.99908719 0.99104887 0.98688931 0.95390841 0.92915491],2663514
5074,20187.svs,2663607,51.1,34.32,0,[0.91497445 0.94240267 0.89775663 0.69699952 0.65920777],2819231
5075,20187.svs,2663607,24.84,14.18,0,[0.99645048 0.97106452 0.93523801 0.7861415  0.63082864],2723721
5076,20187.svs,2663607,87.87,78.37,0,[0.99835465 0.98017196 0.93551525 0.7920326  0.65810583],2722415
5077,20187.svs,2663607,85.04,73.98,1,[0.99846226 0.97958863 0.93902911 0.84201523 0.81060897],2722384
5078,20187.svs,2663607,71.07,55.12,0,[0.99595729 0.97858863 0.94646055 0.82945978 0.79499844],2722295
5079,20187.svs,2663607,86.85,76.75,0,[0.99844385 0.97960294 0.93559253 0.78499787 0.76816832],2722262
5080,20187.svs,2663607,53.43,36.46,1,[0.99526686 0.96739423 0.9384471  0.82852158 0.79030606],2722221
5081,20187.svs,2663607,84.75,73.53,1,[0.99656497 0.97352609 0.94270616 0.83211759 0.79946279],2663908
5082,20187.svs,2663607,91.2,83.82,1,[0.98934709 0.9663747  0.92699096 0.80226313 0.79321835],2663879
5083,20187.svs,2663607,75.62,60.8,1,[0.99835893 0.98120136 0.96035056 0.8378409  0.75824349],2663826
5084,20187.svs,2663607,85.41,74.54,1,[0.99726235 0.97253837 0.93667749 0.83414612 0.83297545],2663789
5085,20187.svs,2663607,88.22,78.92,1,[0.99791349 0.98859618 0.97141466 0.88639821 0.87891379],2663739
5086,20187.svs,2663607,72.95,57.42,1,[0.99532397 0.97231334 0.92802807 0.82142793 0.7902878 ],2663692
5087,20187.svs,2663607,87.33,77.5,1,[0.99670553 0.97577359 0.94931684 0.81608439 0.77311628],2663665
5088,20187.svs,2663607,87.71,78.11,1,[0.9992705  0.99261555 0.98125254 0.96276828 0.93423644],2663632
5089,20187.svs,2663607,87.67,78.05,1,[0.99927734 0.99114034 0.96440753 0.9437644  0.93419683],2663607
5090,20187.svs,2663607,85.7,74.98,1,[0.99534585 0.98467479 0.96196983 0.85720452 0.81805378],2663578
5091,20187.svs,2663607,88.57,79.48,1,[0.99765489 0.98571294 0.95497711 0.86954414 0.86347088],2663543
5092,20187.svs,2663607,91.43,84.21,1,[0.99945585 0.99283535 0.97859814 0.88707822 0.84678134],2663514
5093,20187.svs,2663665,52.13,35.26,0,[0.92046512 0.95746424 0.93478155 0.6980142  0.457304  ],2819231
5094,20187.svs,2663665,27.91,16.22,0,[0.99910959 0.99573075 0.97788104 0.80684451 0.54034758],2723721
5095,20187.svs,2663665,89.57,81.11,0,[0.99977732 0.99641616 0.97868357 0.84719758 0.52626998],2722415
5096,20187.svs,2663665,87.67,78.05,1,[0.999202   0.99573594 0.98433128 0.91120843 0.80749237],2722384
5097,20187.svs,2663665,72.27,56.58,0,[0.99740553 0.99039914 0.98174682 0.91287955 0.74509979],2722295
5098,20187.svs,2663665,87.15,77.23,0,[0.99930255 0.99528938 0.98535888 0.89017274 0.69805076],2722262
5099,20187.svs,2663665,58.84,41.69,1,[0.99905315 0.99637445 0.98638697 0.93339243 0.90954581],2722221
5100,20187.svs,2663665,89.79,81.48,1,[0.99991427 0.99859462 0.98978262 0.93709488 0.91878975],2663908
5101,20187.svs,2663665,89.49,80.98,1,[0.99263704 0.99099537 0.98279056 0.90006922 0.82695073],2663879
5102,20187.svs,2663665,83.54,71.74,1,[0.99969832 0.99744786 0.99001991 0.96662614 0.94213852],2663826
5103,20187.svs,2663665,86.35,75.98,1,[0.9995037  0.99707115 0.98785719 0.94097303 0.90747674],2663789
5104,20187.svs,2663665,87.87,78.37,1,[0.99928089 0.9915057  0.98078704 0.92591703 0.86888197],2663739
5105,20187.svs,2663665,76.9,62.47,1,[0.99830802 0.99285618 0.96268561 0.86696312 0.82571409],2663692
5106,20187.svs,2663665,91.92,85.04,1,[0.99992299 0.99824107 0.99586252 0.99239874 0.99284993],2663665
5107,20187.svs,2663665,88.01,78.58,1,[0.99525589 0.96946431 0.94056854 0.82221072 0.72789979],2663632
5108,20187.svs,2663665,85.62,74.86,1,[0.99482751 0.96229635 0.91233594 0.78241653 0.67871525],2663607
5109,20187.svs,2663665,84.99,73.9,1,[0.99524299 0.98957099 0.98236906 0.93197219 0.88194966],2663578
5110,20187.svs,2663665,91.43,84.22,1,[0.99871241 0.99061933 0.97170597 0.90398616 0.80476352],2663543
5111,20187.svs,2663665,91.78,84.82,1,[0.99796948 0.98188359 0.96767786 0.88530739 0.74863657],2663514
5112,20187.svs,2722221,52.26,35.37,0,[0.91451194 0.95387399 0.92969754 0.6942989  0.50512619],2819231
5113,20187.svs,2722221,29.87,17.55,0,[0.99962915 0.99642771 0.97821227 0.84159916 0.66092306],2723721
5114,20187.svs,2722221,90.17,82.09,0,[0.99865557 0.98981817 0.97418214 0.8605577  0.56049665],2722415
5115,20187.svs,2722221,86.06,75.53,1,[0.99725734 0.99009972 0.98223316 0.93896927 0.8923025 ],2722384
5116,20187.svs,2722221,72.16,56.45,0,[0.99464797 0.98100915 0.97762518 0.91273136 0.77293299],2722295
5117,20187.svs,2722221,87.65,78.02,0,[0.99770712 0.9894987  0.97893921 0.87897003 0.74535181],2722262
5118,20187.svs,2722221,64.19,47.26,1,[0.9996861  0.99865446 0.99314247 0.98348348 0.98083769],2722221
5119,20187.svs,2722221,89.17,80.46,1,[0.99896081 0.99603331 0.99046103 0.96683304 0.96690721],2663908
5120,20187.svs,2722221,89.22,80.54,1,[0.99040609 0.98789388 0.98041163 0.92108251 0.89154862],2663879
5121,20187.svs,2722221,80.53,67.41,1,[0.99870648 0.99046972 0.98308036 0.94756418 0.94563229],2663826
5122,20187.svs,2722221,85.94,75.34,1,[0.99927999 0.99615692 0.98906874 0.96023563 0.96073714],2663789
5123,20187.svs,2722221,87.99,78.55,1,[0.99757318 0.98698179 0.97526154 0.92061833 0.92485518],2663739
5124,20187.svs,2722221,76.32,61.71,1,[0.99670456 0.99049543 0.97074424 0.91375764 0.85921451],2663692
5125,20187.svs,2722221,91.08,83.62,1,[0.99849606 0.99401063 0.98931929 0.9524297  0.95074707],2663665
5126,20187.svs,2722221,88.18,78.86,1,[0.99153342 0.95702254 0.93442582 0.85216399 0.7800806 ],2663632
5127,20187.svs,2722221,85.42,74.55,1,[0.99041493 0.94950355 0.91021734 0.82124218 0.71948849],2663607
5128,20187.svs,2722221,84.98,73.89,1,[0.99153344 0.97904534 0.97768683 0.93445716 0.91532325],2663578
5129,20187.svs,2722221,91.4,84.16,1,[0.99527399 0.98494669 0.96431748 0.89076523 0.81800384],2663543
5130,20187.svs,2722221,92.16,85.46,1,[0.99468926 0.97103169 0.95554378 0.85556565 0.75469368],2663514
5131,20187.svs,2663826,51.72,34.88,0,[0.8993987  0.94103305 0.90921256 0.61392788 0.42861018],2819231
5132,20187.svs,2663826,32.36,19.3,0,[0.99853722 0.99293928 0.96781472 0.75613392 0.56496054],2723721
5133,20187.svs,2663826,88.66,79.62,0,[0.99944307 0.99672609 0.97887988 0.86267833 0.54249057],2722415
5134,20187.svs,2663826,92.57,86.16,1,[0.99868162 0.99403703 0.97533449 0.87559455 0.83210667],2722384
5135,20187.svs,2663826,71.96,56.2,0,[0.99240185 0.98588859 0.97925384 0.91014783 0.71225904],2722295
5136,20187.svs,2663826,87.42,77.65,0,[0.99623934 0.99015948 0.96912157 0.7982637  0.64307077],2722262
5137,20187.svs,2663826,60.18,43.04,1,[0.99690859 0.99271742 0.98355256 0.9091411  0.92170319],2722221
5138,20187.svs,2663826,89.37,80.78,1,[0.99832188 0.99550944 0.98582552 0.91801027 0.93139261],2663908
5139,20187.svs,2663826,90.38,82.45,1,[0.98392324 0.98165693 0.96675061 0.82824116 0.79825291],2663879
5140,20187.svs,2663826,83.08,71.06,1,[0.99940577 0.99745252 0.9932444  0.97643724 0.97225719],2663826
5141,20187.svs,2663826,86.15,75.67,1,[0.99769527 0.99345157 0.97749699 0.88373108 0.88920216],2663789
5142,20187.svs,2663826,87.8,78.26,1,[0.99589164 0.98777484 0.97761328 0.87491348 0.8430581 ],2663739
5143,20187.svs,2663826,79.33,65.74,1,[0.99519811 0.98918215 0.96450983 0.87379705 0.82436326],2663692
5144,20187.svs,2663826,91.97,85.13,1,[0.99755301 0.99514817 0.98867132 0.92808041 0.96941067],2663665
5145,20187.svs,2663826,88.1,78.74,1,[0.99161637 0.96727858 0.9442934  0.79103891 0.70807723],2663632
5146,20187.svs,2663826,85.49,74.65,1,[0.99119469 0.96001686 0.91471324 0.75866046 0.64665335],2663607
5147,20187.svs,2663826,85.45,74.59,1,[0.98924197 0.98412376 0.9812339  0.93272277 0.88920061],2663578
5148,20187.svs,2663826,89.24,80.57,1,[0.99719457 0.98758559 0.96467997 0.83828042 0.79036184],2663543
5149,20187.svs,2663826,91.9,85.02,1,[0.99518151 0.97974982 0.96640318 0.82940433 0.69371941],2663514
5150,20179.svs,2664982,70.76,54.75,0,[0.99861665 0.99196083 0.97815133 0.89025296 0.88557203],2721673
5151,20179.svs,2664982,90.64,82.88,0,[0.99930849 0.99370555 0.96951982 0.83472059 0.69242622],2721650
5152,20179.svs,2664982,81.87,69.3,0,[0.99838814 0.98955021 0.96604617 0.80351307 0.6980703 ],2721617
5153,20179.svs,2664982,90.31,82.34,0,[0.99713608 0.98950927 0.9646129  0.84016979 0.78673886],2721564
5154,20179.svs,2664982,71.25,55.34,0,[0.99854708 0.98826764 0.95103008 0.80485844 0.59897537],2721537
5155,20179.svs,2664982,89.69,81.3,0,[0.99829511 0.98686881 0.95510134 0.87538104 0.88521713],2721516
5156,20179.svs,2664982,85.98,75.41,0,[0.99643493 0.99010436 0.96661905 0.87671868 0.83373125],2721491
5157,20179.svs,2664982,87.89,78.4,0,[0.99859519 0.98993428 0.96630207 0.86849064 0.84645488],2721462
5158,20179.svs,2664982,79.97,66.63,0,[0.99517581 0.9896706  0.97384457 0.88703647 0.89604462],2721441
5159,20179.svs,2664982,48.45,31.97,0,[0.99881819 0.9933141  0.96909904 0.81670306 0.64318001],2721412
5160,20179.svs,2664982,77.63,63.44,0,[0.99349922 0.99286702 0.97533401 0.86720457 0.76926624],2721393
5161,20179.svs,2664982,55.53,38.44,1,[0.99844545 0.98622244 0.93356573 0.6731415  0.56566814],2690434
5162,20179.svs,2664982,89.29,80.64,1,[0.99929336 0.99035605 0.97120892 0.91706078 0.92321431],2690395
5163,20179.svs,2664982,82.12,69.67,1,[0.99909245 0.99132562 0.97870757 0.9271811  0.90252662],2690334
5164,20179.svs,2664982,77.53,63.3,1,[0.9994341  0.99191248 0.9684083  0.80363823 0.75462493],2690289
5165,20179.svs,2664982,65.41,48.6,1,[0.99923945 0.99162945 0.96942766 0.82414533 0.66515128],2690252
5166,20179.svs,2664982,79.84,66.45,1,[0.99838486 0.98817679 0.94861611 0.82009242 0.86297077],2690145
5167,20179.svs,2664982,40.72,25.57,1,[0.99883819 0.99271392 0.97414936 0.87184026 0.83930319],2690112
5168,20179.svs,2664982,74.1,58.86,1,[0.9971016  0.98150044 0.94543642 0.784962   0.68425082],2690079
5169,20179.svs,2664982,80.46,67.31,1,[0.99847893 0.98914649 0.96036722 0.82187251 0.84054325],2665094
5170,20179.svs,2664982,90.69,82.97,1,[0.99906453 0.99630259 0.98646756 0.91577724 0.92730904],2665073
5171,20179.svs,2664982,87.35,77.54,1,[0.99956694 0.99537547 0.98137609 0.91008788 0.85757139],2665044
5172,20179.svs,2664982,93.73,88.2,1,[0.99965023 0.99678615 0.98532037 0.88439796 0.85050981],2664999
5173,20179.svs,2664982,91.52,84.37,1,[0.99937049 0.99710713 0.99463565 0.9847355  0.96382313],2664982
5174,20179.svs,2664982,81.36,68.57,1,[0.99937838 0.99150644 0.96743343 0.90431038 0.87294673],2664941
5175,20179.svs,2664982,91.35,84.08,1,[0.99962807 0.99613506 0.98511521 0.93786227 0.9308095 ],2664902
5176,20179.svs,2690434,64.59,47.7,0,[0.99153566 0.98726629 0.97416022 0.88571112 0.74395571],2721673
5177,20179.svs,2690434,87.75,78.18,0,[0.99092814 0.98192141 0.96003191 0.83815224 0.63651471],2721650
5178,20179.svs,2690434,84.52,73.19,0,[0.99353298 0.98294165 0.96139361 0.88501923 0.71976406],2721617
5179,20179.svs,2690434,92.77,86.51,0,[0.97311315 0.97025839 0.96086425 0.85522094 0.75172609],2721564
5180,20179.svs,2690434,75.93,61.2,0,[0.99219909 0.97966617 0.94305096 0.83159424 0.64781565],2721537
5181,20179.svs,2690434,86.43,76.1,0,[0.97932224 0.96917053 0.9462187  0.85465096 0.77367239],2721516
5182,20179.svs,2690434,86.75,76.6,0,[0.96689533 0.95606861 0.94681233 0.87180326 0.75453684],2721491
5183,20179.svs,2690434,87.99,78.55,0,[0.98237589 0.97766534 0.95020776 0.80268159 0.69388488],2721462
5184,20179.svs,2690434,77.79,63.65,0,[0.96331619 0.96103062 0.95173466 0.83795673 0.72293969],2721441
5185,20179.svs,2690434,58.6,41.44,0,[0.99436358 0.98219863 0.93871054 0.78933709 0.69985464],2721412
5186,20179.svs,2690434,77.69,63.52,0,[0.95642669 0.95529736 0.95464528 0.87235806 0.74038301],2721393
5187,20179.svs,2690434,80.03,66.71,1,[0.99950631 0.99614318 0.97789739 0.93572506 0.89495691],2690434
5188,20179.svs,2690434,90.64,82.89,1,[0.98553731 0.97607628 0.95766026 0.83948058 0.71574736],2690395
